6.918894648551940918e-01,5.625000000000000000e-01,7.109414935111999512e-01,2.656250000000000000e-01
6.774795651435852051e-01,7.812500000000000000e-01,6.792495250701904297e-01,7.500000000000000000e-01
6.312031745910644531e-01,8.125000000000000000e-01,6.539279222488403320e-01,7.968750000000000000e-01
5.963987708091735840e-01,8.125000000000000000e-01,6.153359413146972656e-01,8.750000000000000000e-01
6.146079897880554199e-01,7.500000000000000000e-01,6.095352172851562500e-01,7.968750000000000000e-01
5.612791776657104492e-01,8.437500000000000000e-01,6.487301588058471680e-01,6.718750000000000000e-01
5.728590488433837891e-01,7.968750000000000000e-01,6.169221401214599609e-01,7.343750000000000000e-01
5.628807544708251953e-01,7.968750000000000000e-01,5.948437452316284180e-01,7.656250000000000000e-01
5.933586955070495605e-01,7.343750000000000000e-01,5.763575434684753418e-01,7.656250000000000000e-01
5.269404649734497070e-01,8.281250000000000000e-01,5.402231812477111816e-01,8.437500000000000000e-01
5.739086270332336426e-01,7.656250000000000000e-01,5.796322822570800781e-01,7.812500000000000000e-01
5.810795426368713379e-01,7.500000000000000000e-01,5.358697772026062012e-01,8.281250000000000000e-01
5.361542105674743652e-01,8.125000000000000000e-01,5.354709625244140625e-01,8.125000000000000000e-01
5.449486970901489258e-01,7.968750000000000000e-01,5.174353718757629395e-01,8.281250000000000000e-01
5.030528903007507324e-01,8.281250000000000000e-01,5.761077404022216797e-01,7.500000000000000000e-01
5.393686890602111816e-01,7.812500000000000000e-01,4.966126382350921631e-01,8.437500000000000000e-01
4.950204491615295410e-01,8.125000000000000000e-01,6.104752421379089355e-01,7.031250000000000000e-01
6.397079825401306152e-01,6.718750000000000000e-01,4.892264902591705322e-01,8.281250000000000000e-01
5.371245741844177246e-01,7.656250000000000000e-01,4.819778800010681152e-01,8.437500000000000000e-01
5.259188413619995117e-01,7.812500000000000000e-01,5.312509536743164062e-01,7.812500000000000000e-01
5.794383883476257324e-01,7.343750000000000000e-01,4.912062585353851318e-01,8.125000000000000000e-01
4.466021656990051270e-01,8.437500000000000000e-01,5.321225523948669434e-01,7.812500000000000000e-01
5.982683300971984863e-01,7.187500000000000000e-01,5.275310277938842773e-01,7.968750000000000000e-01
5.765547752380371094e-01,7.343750000000000000e-01,5.341875553131103516e-01,7.812500000000000000e-01
4.274067878723144531e-01,8.593750000000000000e-01,5.058998465538024902e-01,7.968750000000000000e-01
5.191341638565063477e-01,7.812500000000000000e-01,4.965555369853973389e-01,8.125000000000000000e-01
5.958183407783508301e-01,7.187500000000000000e-01,4.441826641559600830e-01,8.593750000000000000e-01
6.157331466674804688e-01,6.875000000000000000e-01,5.390808582305908203e-01,7.812500000000000000e-01
5.607765913009643555e-01,7.500000000000000000e-01,5.044655203819274902e-01,7.968750000000000000e-01
5.815178155899047852e-01,7.343750000000000000e-01,6.733100414276123047e-01,6.718750000000000000e-01
5.294679999351501465e-01,7.656250000000000000e-01,6.070036292076110840e-01,7.343750000000000000e-01
5.448269844055175781e-01,7.656250000000000000e-01,5.556886196136474609e-01,7.656250000000000000e-01
5.642955303192138672e-01,7.500000000000000000e-01,4.685175120830535889e-01,8.281250000000000000e-01
4.468021094799041748e-01,8.437500000000000000e-01,4.862716197967529297e-01,8.125000000000000000e-01
5.491017103195190430e-01,7.500000000000000000e-01,6.370135545730590820e-01,6.875000000000000000e-01
5.497180223464965820e-01,7.500000000000000000e-01,4.127762913703918457e-01,8.750000000000000000e-01
5.999537706375122070e-01,7.187500000000000000e-01,6.323263049125671387e-01,6.875000000000000000e-01
5.009629726409912109e-01,7.968750000000000000e-01,6.531245112419128418e-01,7.031250000000000000e-01
5.690656900405883789e-01,7.500000000000000000e-01,4.685026705265045166e-01,8.281250000000000000e-01
4.460314810276031494e-01,8.437500000000000000e-01,6.041104197502136230e-01,7.187500000000000000e-01
5.893318653106689453e-01,7.343750000000000000e-01,5.346121788024902344e-01,7.812500000000000000e-01
5.366339087486267090e-01,7.656250000000000000e-01,5.302045941352844238e-01,7.968750000000000000e-01
5.931525230407714844e-01,7.187500000000000000e-01,6.141406297683715820e-01,7.187500000000000000e-01
6.199026107788085938e-01,7.031250000000000000e-01,5.380928516387939453e-01,7.656250000000000000e-01
4.968385994434356689e-01,7.968750000000000000e-01,4.965501129627227783e-01,8.125000000000000000e-01
5.959546566009521484e-01,7.343750000000000000e-01,5.065975785255432129e-01,7.968750000000000000e-01
5.022823214530944824e-01,7.968750000000000000e-01,7.099633216857910156e-01,6.250000000000000000e-01
5.092197656631469727e-01,7.968750000000000000e-01,4.829839766025543213e-01,8.125000000000000000e-01
5.964075326919555664e-01,7.187500000000000000e-01,5.992447733879089355e-01,7.343750000000000000e-01
6.602099537849426270e-01,6.562500000000000000e-01,5.068098902702331543e-01,7.968750000000000000e-01
