2.558797121047973633e+00,2.968750000000000000e-01
1.395129323005676270e+00,5.468750000000000000e-01
1.102603435516357422e+00,6.718750000000000000e-01
9.459019303321838379e-01,6.718750000000000000e-01
9.066407084465026855e-01,6.562500000000000000e-01
4.924057126045227051e-01,8.281250000000000000e-01
6.838142871856689453e-01,8.281250000000000000e-01
8.798101544380187988e-01,7.343750000000000000e-01
5.395535230636596680e-01,8.281250000000000000e-01
4.704891443252563477e-01,8.750000000000000000e-01
5.083486437797546387e-01,7.968750000000000000e-01
2.972015738487243652e-01,8.906250000000000000e-01
5.737372636795043945e-01,8.125000000000000000e-01
5.406616926193237305e-01,8.437500000000000000e-01
2.096047699451446533e-01,9.218750000000000000e-01
1.690786182880401611e-01,9.218750000000000000e-01
2.722979784011840820e-01,9.531250000000000000e-01
3.189463615417480469e-01,8.750000000000000000e-01
5.269932150840759277e-01,7.968750000000000000e-01
5.295745730400085449e-01,8.281250000000000000e-01
3.914455175399780273e-01,8.750000000000000000e-01
2.056405991315841675e-01,9.375000000000000000e-01
1.977950036525726318e-01,9.218750000000000000e-01
1.622079014778137207e-01,9.218750000000000000e-01
2.292620837688446045e-01,9.062500000000000000e-01
4.255535006523132324e-01,8.906250000000000000e-01
3.098052740097045898e-01,9.062500000000000000e-01
2.683093547821044922e-01,9.687500000000000000e-01
4.063448011875152588e-01,8.750000000000000000e-01
5.124341249465942383e-01,8.906250000000000000e-01
1.718739122152328491e-01,9.375000000000000000e-01
2.197913676500320435e-01,9.062500000000000000e-01
1.297219097614288330e-01,9.531250000000000000e-01
1.527277231216430664e-01,9.062500000000000000e-01
2.937752008438110352e-01,9.218750000000000000e-01
2.112872898578643799e-01,9.375000000000000000e-01
1.360893547534942627e-01,9.531250000000000000e-01
8.899964392185211182e-02,9.843750000000000000e-01
3.793854713439941406e-01,8.281250000000000000e-01
3.353066742420196533e-01,9.062500000000000000e-01
1.779180914163589478e-01,9.687500000000000000e-01
9.437210857868194580e-02,9.843750000000000000e-01
3.379801511764526367e-01,9.375000000000000000e-01
2.098975479602813721e-01,9.531250000000000000e-01
4.558789730072021484e-01,8.906250000000000000e-01
3.544329106807708740e-01,9.062500000000000000e-01
1.630577147006988525e-01,9.531250000000000000e-01
1.348097771406173706e-01,9.531250000000000000e-01
1.326210051774978638e-01,9.531250000000000000e-01
8.760182559490203857e-02,9.687500000000000000e-01
