-1.482381591796875000e+02,3.801320493221282959e-01,-5.292438964843750000e+02,4.051674604415893555e-01,1.782756447792053223e+00,3.906250000000000000e-01
-1.766320037841796875e+02,1.673120260238647461e-01,-4.480431823730468750e+02,1.631340533494949341e-01,1.336514472961425781e+00,5.781250000000000000e-01
5.449213027954101562e+01,1.105138808488845825e-01,-4.122969665527343750e+02,1.253738999366760254e-01,7.757409811019897461e-01,7.343750000000000000e-01
-1.576432800292968750e+02,8.057865500450134277e-02,-3.881303710937500000e+02,1.077019274234771729e-01,7.688606381416320801e-01,8.125000000000000000e-01
-1.723195343017578125e+02,7.090135663747787476e-02,-3.412553710937500000e+02,1.088078618049621582e-01,9.651259779930114746e-01,7.343750000000000000e-01
-1.549593505859375000e+02,6.276571005582809448e-02,-3.156799316406250000e+02,9.222021698951721191e-02,7.691365480422973633e-01,7.500000000000000000e-01
-3.123125000000000000e+02,4.916763678193092346e-02,-3.575225830078125000e+02,1.312331706285476685e-01,5.841116309165954590e-01,7.656250000000000000e-01
-2.372730102539062500e+02,4.079997539520263672e-02,-2.878595886230468750e+02,8.060218393802642822e-02,3.759160935878753662e-01,8.750000000000000000e-01
1.696168518066406250e+02,3.743322938680648804e-02,-3.205293273925781250e+02,7.477813214063644409e-02,5.452216267585754395e-01,8.437500000000000000e-01
-2.396026611328125000e+01,3.243287652730941772e-02,-2.909526367187500000e+02,6.304007023572921753e-02,5.080066323280334473e-01,8.593750000000000000e-01
8.445415496826171875e+01,3.031604923307895660e-02,-2.987132263183593750e+02,6.347273290157318115e-02,1.257803738117218018e-01,9.687500000000000000e-01
-3.812844848632812500e+01,2.624750509858131409e-02,-2.907012939453125000e+02,6.054074689745903015e-02,4.457474648952484131e-01,8.437500000000000000e-01
-1.344661712646484375e+02,2.400502935051918030e-02,-2.838625183105468750e+02,5.495174601674079895e-02,4.243270456790924072e-01,8.750000000000000000e-01
-2.910500717163085938e+01,2.338370494544506073e-02,-2.864140625000000000e+02,5.702989548444747925e-02,2.254739403724670410e-01,9.531250000000000000e-01
2.590891456604003906e+01,2.095003798604011536e-02,-2.706939086914062500e+02,4.781378805637359619e-02,1.620857566595077515e-01,9.062500000000000000e-01
-1.802849578857421875e+02,2.090229466557502747e-02,-2.962255249023437500e+02,5.135679244995117188e-02,3.508200049400329590e-01,8.750000000000000000e-01
4.180095291137695312e+01,2.013615146279335022e-02,-2.817206726074218750e+02,5.010718852281570435e-02,3.000549376010894775e-01,9.218750000000000000e-01
-3.903083038330078125e+01,1.919700577855110168e-02,-2.721778564453125000e+02,4.838750511407852173e-02,2.671334147453308105e-01,9.062500000000000000e-01
-2.413795318603515625e+02,1.986181922256946564e-02,-2.756055908203125000e+02,4.849971085786819458e-02,3.971848785877227783e-01,9.062500000000000000e-01
-1.243147430419921875e+02,1.577994227409362793e-02,-2.825610961914062500e+02,4.470739886164665222e-02,2.853337228298187256e-01,9.062500000000000000e-01
3.149653816223144531e+01,1.687662675976753235e-02,-2.617831420898437500e+02,4.304447770118713379e-02,1.996699422597885132e-01,9.375000000000000000e-01
1.227653961181640625e+02,1.561062503606081009e-02,-2.788650817871093750e+02,4.680626094341278076e-02,4.868699908256530762e-01,9.062500000000000000e-01
2.219515075683593750e+02,1.543156802654266357e-02,-2.690217285156250000e+02,5.115761235356330872e-02,1.724329441785812378e-01,9.218750000000000000e-01
1.735152893066406250e+02,1.369506865739822388e-02,-2.903997497558593750e+02,4.789330065250396729e-02,5.043278336524963379e-01,8.750000000000000000e-01
-3.402965164184570312e+01,1.526428479701280594e-02,-2.903404235839843750e+02,4.203606396913528442e-02,1.725646108388900757e-01,9.531250000000000000e-01
-9.163019561767578125e+01,1.309676375240087509e-02,-2.760697021484375000e+02,3.815905749797821045e-02,1.631839275360107422e-01,9.218750000000000000e-01
-1.798535766601562500e+02,1.248315908014774323e-02,-2.650036621093750000e+02,4.255457222461700439e-02,2.613053023815155029e-01,9.687500000000000000e-01
-1.591103668212890625e+02,1.480246521532535553e-02,-2.911070861816406250e+02,3.374601155519485474e-02,3.715310692787170410e-01,9.062500000000000000e-01
2.132671966552734375e+02,1.126279123127460480e-02,-2.668743286132812500e+02,4.402234405279159546e-02,3.745295703411102295e-01,8.593750000000000000e-01
-2.661625366210937500e+02,1.198773831129074097e-02,-2.751824645996093750e+02,3.793203830718994141e-02,2.049968689680099487e-01,9.375000000000000000e-01
2.905426635742187500e+02,1.079165935516357422e-02,-3.198751831054687500e+02,4.636701196432113647e-02,1.374588459730148315e-01,9.531250000000000000e-01
1.752364349365234375e+01,1.091348472982645035e-02,-3.078395690917968750e+02,3.950316086411476135e-02,1.961843222379684448e-01,9.218750000000000000e-01
-1.434426498413085938e+01,1.006428990513086319e-02,-2.847052917480468750e+02,4.401766508817672729e-02,1.182431504130363464e-01,9.531250000000000000e-01
8.899190521240234375e+01,1.003108173608779907e-02,-2.864697265625000000e+02,4.062288254499435425e-02,1.447032988071441650e-01,9.843750000000000000e-01
-8.502470397949218750e+01,1.080340519547462463e-02,-2.829966735839843750e+02,4.234215989708900452e-02,2.776933014392852783e-01,9.218750000000000000e-01
-9.963912200927734375e+01,1.023470796644687653e-02,-3.046424865722656250e+02,4.210888966917991638e-02,3.374902904033660889e-01,8.750000000000000000e-01
2.369744415283203125e+02,9.135410189628601074e-03,-2.963430480957031250e+02,4.240356013178825378e-02,1.283523142337799072e-01,9.531250000000000000e-01
-9.404003143310546875e+01,1.021924521774053574e-02,-3.229789123535156250e+02,4.062908887863159180e-02,1.630371510982513428e-01,9.531250000000000000e-01
1.073592605590820312e+02,9.064389392733573914e-03,-3.027389221191406250e+02,4.298650473356246948e-02,2.571172714233398438e-01,9.218750000000000000e-01
-4.492998504638671875e+01,9.321087971329689026e-03,-2.620259399414062500e+02,4.520725831389427185e-02,1.661865264177322388e-01,9.375000000000000000e-01
-5.065752029418945312e+01,8.824070915579795837e-03,-2.882416381835937500e+02,3.749362379312515259e-02,3.474632278084754944e-02,1.000000000000000000e+00
-9.782638549804687500e+01,8.623100817203521729e-03,-3.187448730468750000e+02,4.033210873603820801e-02,8.799049258232116699e-02,9.687500000000000000e-01
6.909756469726562500e+01,9.527467191219329834e-03,-2.868349914550781250e+02,3.698231279850006104e-02,1.286631524562835693e-01,9.531250000000000000e-01
