2.289024591445922852e-01,2.167720645666122437e-01,8.325807750225067139e-03
2.321339100599288940e-01,2.070882618427276611e-01,5.673995241522789001e-03
2.238873690366744995e-01,2.078536599874496460e-01,4.440636839717626572e-03
2.106827348470687866e-01,2.091501355171203613e-01,4.851178266108036041e-03
2.534807324409484863e-01,2.118324488401412964e-01,9.221569634974002838e-04
2.229864150285720825e-01,2.080403119325637817e-01,1.054377411492168903e-03
2.207078635692596436e-01,2.159367650747299194e-01,3.048532642424106598e-03
2.402143180370330811e-01,2.288974821567535400e-01,3.101759124547243118e-03
2.151494920253753662e-01,2.099398970603942871e-01,2.147953724488615990e-03
2.343128323554992676e-01,2.129444777965545654e-01,1.358054578304290771e-03
2.201291024684906006e-01,2.123786956071853638e-01,1.638254849240183830e-03
2.208730578422546387e-01,2.205238342285156250e-01,3.829533932730555534e-03
2.235178947448730469e-01,1.964406073093414307e-01,4.911660216748714447e-03
2.079665809869766235e-01,2.076863944530487061e-01,2.407330321148037910e-03
2.290392518043518066e-01,2.038592100143432617e-01,4.179794806987047195e-03
2.270226776599884033e-01,1.955160200595855713e-01,2.537281252443790436e-03
2.187481820583343506e-01,2.085351049900054932e-01,3.032938577234745026e-03
2.385747432708740234e-01,2.033214271068572998e-01,4.874968901276588440e-03
2.281739413738250732e-01,1.983989328145980835e-01,2.658140379935503006e-03
2.234940528869628906e-01,2.052491307258605957e-01,4.091729875653982162e-03
2.442641556262969971e-01,2.104618847370147705e-01,3.543428378179669380e-03
2.324967086315155029e-01,2.129935920238494873e-01,4.229701124131679535e-03
2.352669239044189453e-01,2.206090092658996582e-01,2.939831465482711792e-03
2.446266412734985352e-01,2.251571416854858398e-01,3.341767238453030586e-03
2.361348122358322144e-01,2.258191257715225220e-01,3.944317810237407684e-03
2.392248213291168213e-01,1.973313838243484497e-01,5.029117222875356674e-03
2.401848733425140381e-01,2.211110293865203857e-01,4.876074381172657013e-03
2.390961349010467529e-01,2.063697278499603271e-01,7.234837859869003296e-03
2.110248357057571411e-01,2.051569074392318726e-01,6.043688394129276276e-03
2.371511310338973999e-01,2.103297412395477295e-01,6.428932771086692810e-03
2.174886614084243774e-01,2.230734378099441528e-01,6.608299911022186279e-03
2.271637320518493652e-01,2.209208756685256958e-01,7.118348032236099243e-03
2.340354472398757935e-01,2.203168869018554688e-01,5.933328531682491302e-03
2.376929819583892822e-01,2.170601487159729004e-01,4.889369942247867584e-03
2.442335188388824463e-01,2.030321061611175537e-01,5.771019030362367630e-03
2.301117777824401855e-01,2.126362621784210205e-01,5.062464624643325806e-03
2.308823764324188232e-01,2.146354019641876221e-01,5.519575905054807663e-03
2.349239289760589600e-01,2.017790079116821289e-01,3.861833363771438599e-03
2.365089058876037598e-01,2.011320292949676514e-01,4.987431690096855164e-03
2.170907407999038696e-01,1.971054524183273315e-01,5.522772204130887985e-03
2.497411519289016724e-01,2.190603911876678467e-01,4.438189789652824402e-03
2.460656762123107910e-01,2.004347443580627441e-01,5.488039925694465637e-03
2.224719226360321045e-01,1.959351599216461182e-01,4.825710784643888474e-03
2.146932184696197510e-01,1.990167498588562012e-01,5.286477971822023392e-03
