1.771112680435180664e-01,1.652817279100418091e-01,1.212444081902503967e-01
1.733233332633972168e-01,1.579509675502777100e-01,1.055624186992645264e-01
1.744269430637359619e-01,1.653482466936111450e-01,1.111244857311248779e-01
1.751977503299713135e-01,1.630274802446365356e-01,1.088941097259521484e-01
1.845363974571228027e-01,1.628780961036682129e-01,9.740969538688659668e-02
1.761321425437927246e-01,1.639111787080764771e-01,9.666508436203002930e-02
1.796198189258575439e-01,1.608749628067016602e-01,9.464356303215026855e-02
1.884310543537139893e-01,1.625185310840606689e-01,1.031448841094970703e-01
1.864395886659622192e-01,1.608076691627502441e-01,1.004759371280670166e-01
1.750018447637557983e-01,1.613597571849822998e-01,1.008655726909637451e-01
1.835516095161437988e-01,1.509517878293991089e-01,9.703955054283142090e-02
1.852818429470062256e-01,1.588156819343566895e-01,9.970587491989135742e-02
1.776448935270309448e-01,1.594320982694625854e-01,9.617038071155548096e-02
1.743518859148025513e-01,1.592123210430145264e-01,1.036244332790374756e-01
1.755362153053283691e-01,1.611474752426147461e-01,8.932793140411376953e-02
1.749021410942077637e-01,1.619009077548980713e-01,8.240608125925064087e-02
1.805043816566467285e-01,1.569925844669342041e-01,9.247291833162307739e-02
1.850777566432952881e-01,1.579172611236572266e-01,9.259988367557525635e-02
1.769889295101165771e-01,1.643118262290954590e-01,8.948582410812377930e-02
1.728946268558502197e-01,1.641922295093536377e-01,9.641601145267486572e-02
1.723662614822387695e-01,1.626369953155517578e-01,9.839324653148651123e-02
1.802977323532104492e-01,1.584791988134384155e-01,9.947580844163894653e-02
1.785272657871246338e-01,1.520984172821044922e-01,8.548919111490249634e-02
1.856791228055953979e-01,1.538296937942504883e-01,9.568870067596435547e-02
1.728092879056930542e-01,1.604157984256744385e-01,9.323068708181381226e-02
1.853035092353820801e-01,1.622471958398818970e-01,9.806530177593231201e-02
1.846888065338134766e-01,1.518906056880950928e-01,9.260999411344528198e-02
1.776753962039947510e-01,1.589027196168899536e-01,1.006576120853424072e-01
1.785560250282287598e-01,1.589444577693939209e-01,1.046270281076431274e-01
1.790847778320312500e-01,1.540753096342086792e-01,1.011602208018302917e-01
1.828587353229522705e-01,1.592678427696228027e-01,1.009915918111801147e-01
1.721781194210052490e-01,1.584330797195434570e-01,1.118630245327949524e-01
1.737369894981384277e-01,1.590736210346221924e-01,1.054371222853660583e-01
1.779458820819854736e-01,1.648050099611282349e-01,1.078031659126281738e-01
1.782858967781066895e-01,1.617648303508758545e-01,9.449401497840881348e-02
1.813591122627258301e-01,1.561137139797210693e-01,1.044378727674484253e-01
1.832301020622253418e-01,1.644257307052612305e-01,1.024455130100250244e-01
1.758264899253845215e-01,1.592128276824951172e-01,1.047667860984802246e-01
1.844485253095626831e-01,1.560805886983871460e-01,1.091087907552719116e-01
1.740014851093292236e-01,1.448980420827865601e-01,1.118248105049133301e-01
1.865944266319274902e-01,1.564769148826599121e-01,1.012348681688308716e-01
1.846332550048828125e-01,1.692975312471389771e-01,1.182278245687484741e-01
1.832004189491271973e-01,1.520112752914428711e-01,1.190281584858894348e-01
1.722505092620849609e-01,1.660461574792861938e-01,1.346054524183273315e-01
1.770786792039871216e-01,1.562235653400421143e-01,1.211552321910858154e-01
1.821141541004180908e-01,1.548504829406738281e-01,1.178020387887954712e-01
1.781700253486633301e-01,1.441225111484527588e-01,1.235553324222564697e-01
1.828829497098922729e-01,1.580772995948791504e-01,1.216052770614624023e-01
1.825553774833679199e-01,1.597201675176620483e-01,1.113501116633415222e-01
1.747604161500930786e-01,1.608203649520874023e-01,1.076936274766921997e-01
1.774431169033050537e-01,1.553782671689987183e-01,1.234344169497489929e-01
1.760014593601226807e-01,1.591682583093643188e-01,1.192141771316528320e-01
1.729789078235626221e-01,1.530260443687438965e-01,1.128559261560440063e-01
1.769215166568756104e-01,1.489569991827011108e-01,1.054530292749404907e-01
1.755175292491912842e-01,1.561361551284790039e-01,1.060552969574928284e-01
1.709008812904357910e-01,1.503553688526153564e-01,1.171252354979515076e-01
1.765035241842269897e-01,1.526423990726470947e-01,1.172740086913108826e-01
1.686488538980484009e-01,1.616693437099456787e-01,1.041530668735504150e-01
1.759756505489349365e-01,1.613129377365112305e-01,1.130613535642623901e-01
1.852841228246688843e-01,1.517541706562042236e-01,1.104428321123123169e-01
1.827920675277709961e-01,1.500872075557708740e-01,1.140066832304000854e-01
1.770264506340026855e-01,1.667582988739013672e-01,1.157716289162635803e-01
1.868235766887664795e-01,1.564953327178955078e-01,1.115477606654167175e-01
1.776318252086639404e-01,1.491918116807937622e-01,1.050925999879837036e-01
1.730961203575134277e-01,1.625694632530212402e-01,1.081251874566078186e-01
1.882502138614654541e-01,1.593699157238006592e-01,1.151764243841171265e-01
1.854128688573837280e-01,1.611482799053192139e-01,1.170124411582946777e-01
1.842495203018188477e-01,1.566585898399353027e-01,1.175743192434310913e-01
1.914506256580352783e-01,1.686523854732513428e-01,1.247118338942527771e-01
1.821697056293487549e-01,1.629538834095001221e-01,1.151240170001983643e-01
1.820648759603500366e-01,1.659882962703704834e-01,1.235756874084472656e-01
1.801811456680297852e-01,1.502506136894226074e-01,1.169768422842025757e-01
1.738684773445129395e-01,1.547650098800659180e-01,1.173760518431663513e-01
1.785998940467834473e-01,1.545523107051849365e-01,1.175872236490249634e-01
1.802052408456802368e-01,1.626878082752227783e-01,1.194580793380737305e-01
1.757090389728546143e-01,1.652098298072814941e-01,1.184873878955841064e-01
1.838390231132507324e-01,1.485809683799743652e-01,1.106581538915634155e-01
1.782831847667694092e-01,1.593618392944335938e-01,1.173104494810104370e-01
1.771706044673919678e-01,1.497836410999298096e-01,1.201324090361595154e-01
1.809663176536560059e-01,1.518534868955612183e-01,1.208784431219100952e-01
1.726452708244323730e-01,1.608814299106597900e-01,1.169760376214981079e-01
1.723963320255279541e-01,1.571329087018966675e-01,1.217857077717781067e-01
1.821692883968353271e-01,1.517704725265502930e-01,1.154958605766296387e-01
1.650929898023605347e-01,1.523877382278442383e-01,1.201945245265960693e-01
1.778893917798995972e-01,1.540448069572448730e-01,1.272327601909637451e-01
1.749382913112640381e-01,1.695495843887329102e-01,1.189362034201622009e-01
1.807049363851547241e-01,1.478481888771057129e-01,1.175546199083328247e-01
1.811592131853103638e-01,1.558890789747238159e-01,1.243448182940483093e-01
1.739268898963928223e-01,1.552761495113372803e-01,1.201360672712326050e-01
1.884467750787734985e-01,1.584621667861938477e-01,1.215513646602630615e-01
1.826328933238983154e-01,1.615865528583526611e-01,1.261562258005142212e-01
1.716887056827545166e-01,1.586112678050994873e-01,1.252201199531555176e-01
1.745666712522506714e-01,1.626249700784683228e-01,1.341678798198699951e-01
1.743601858615875244e-01,1.515792310237884521e-01,1.373985111713409424e-01
1.810806244611740112e-01,1.614670157432556152e-01,1.499533206224441528e-01
1.820271909236907959e-01,1.537749022245407104e-01,1.419462710618972778e-01
1.698934286832809448e-01,1.551610529422760010e-01,1.360121071338653564e-01
1.812901794910430908e-01,1.656027436256408691e-01,1.396620720624923706e-01
1.818677932024002075e-01,1.481515914201736450e-01,1.352467387914657593e-01
1.760737597942352295e-01,1.624668836593627930e-01,1.327463686466217041e-01
