-1.399369506835937500e+02,8.693823218345642090e-01,-1.815053125000000000e+04,1.320858001708984375e+00,4.871935248374938965e-01,8.750000000000000000e-01
-3.887663574218750000e+02,8.455218672752380371e-01,-1.195139160156250000e+04,1.134431362152099609e+00,6.938810348510742188e-01,8.125000000000000000e-01
-4.043143005371093750e+02,7.691522836685180664e-01,-9.023013671875000000e+03,9.408186674118041992e-01,3.037444353103637695e-01,9.843750000000000000e-01
-1.568328979492187500e+03,6.069685816764831543e-01,-1.477606738281250000e+04,6.395916342735290527e-01,1.864644885063171387e-01,9.531250000000000000e-01
-4.262478515625000000e+03,4.781633615493774414e-01,-2.280898046875000000e+04,4.733911454677581787e-01,1.761553436517715454e-01,9.531250000000000000e-01
-2.675885253906250000e+03,3.921253681182861328e-01,-7.430401367187500000e+03,5.363652706146240234e-01,6.191855072975158691e-01,8.593750000000000000e-01
-9.236219726562500000e+03,4.261111021041870117e-01,-1.474087304687500000e+04,4.221426844596862793e-01,8.680390566587448120e-02,9.375000000000000000e-01
-1.424490966796875000e+03,4.450479745864868164e-01,-5.381058105468750000e+03,6.227162480354309082e-01,1.247365102171897888e-01,9.531250000000000000e-01
8.208721679687500000e+03,3.979567885398864746e-01,-1.077862500000000000e+04,5.406144857406616211e-01,3.468415439128875732e-01,9.375000000000000000e-01
-1.605567578125000000e+04,4.165544509887695312e-01,-1.332643750000000000e+04,4.542409777641296387e-01,2.619383037090301514e-01,9.062500000000000000e-01
2.289725390625000000e+04,3.863263130187988281e-01,-1.619814453125000000e+04,9.930812716484069824e-01,1.868637800216674805e-01,9.218750000000000000e-01
-4.494630126953125000e+02,3.601746559143066406e-01,-1.177916015625000000e+04,5.731681585311889648e-01,4.013956487178802490e-01,9.062500000000000000e-01
-2.281768750000000000e+04,3.659537136554718018e-01,-2.629438867187500000e+04,4.325429797172546387e-01,4.163127020001411438e-02,9.843750000000000000e-01
-4.659571289062500000e+03,3.546873629093170166e-01,-1.681588281250000000e+04,5.186251997947692871e-01,1.075168550014495850e-01,9.687500000000000000e-01
1.310093359375000000e+04,3.346366584300994873e-01,-1.548268945312500000e+04,7.233669161796569824e-01,2.279199212789535522e-01,9.531250000000000000e-01
